place_id,name,rating,reviews_count,long,lat,category,caption_idn,caption_eng
37,Pasar Gedhe Harjonagoro,4.6,21244,-7.5693566,110.8314446,"Shop, Culinary","Pasar Gedhe Harjonagoro adalah pasar tradisional terbesar di Solo yang menawarkan berbagai kebutuhan sehari-hari dan kuliner khas. Di sini, Anda bisa menemukan berbagai bahan makanan segar, rempah-rempah, hingga jajanan tradisional yang lezat. Pasar ini juga menjadi tempat yang tepat untuk merasakan kehidupan sehari-hari masyarakat Solo dan menikmati keramaian pasar tradisional.","Pasar Gedhe Harjonagoro is the largest traditional market in Solo, offering a variety of daily necessities and local culinary delights. Here, you can find various fresh food ingredients, spices, and delicious traditional snacks. This market is also the perfect place to experience the daily life of the people of Solo and enjoy the bustling atmosphere of a traditional market."
38,Nasi Liwet Bu Wongso Lemu,3.9,4821,-7.5695847,110.8235705,Culinary,"Nasi Liwet Bu Wongso Lemu adalah salah satu tempat makan legendaris di Solo yang terkenal dengan hidangan nasi liwetnya yang lezat. Dibuka sejak tahun 1950-an, warung ini menawarkan nasi liwet dengan cita rasa autentik yang disajikan dengan ayam suwir, telur, dan sayur labu siam. Tempat ini menjadi destinasi kuliner wajib bagi siapa pun yang ingin merasakan kelezatan nasi liwet khas Solo.","Nasi Liwet Bu Wongso Lemu is one of the legendary eateries in Solo, famous for its delicious nasi liwet. Opened since the 1950s, this eatery offers authentic nasi liwet served with shredded chicken, eggs, and chayote vegetables. This place is a must-visit culinary destination for anyone wanting to taste the delectable nasi liwet of Solo."
39,Timlo Sastro,4.5,2810,-7.5645116,110.834624,Culinary,"Timlo Sastro adalah tempat makan ikonik di Solo yang terkenal dengan hidangan timlonya, sejenis sup khas Solo. Berdiri sejak tahun 1952, Timlo Sastro menawarkan hidangan timlo yang terdiri dari sosis Solo, telur pindang, dan potongan ayam yang disajikan dalam kuah kaldu yang gurih. Warung ini menjadi favorit bagi banyak orang karena cita rasa autentik dan suasana tradisionalnya.","Timlo Sastro is an iconic eatery in Solo famous for its timlo, a traditional Solo soup. Established in 1952, Timlo Sastro offers a dish consisting of Solo sausage, pindang eggs, and chicken pieces served in a savory broth. This eatery is a favorite for many due to its authentic taste and traditional ambiance."
40,Sate Buntel Mbok Galak,4.4,7083,-7.5447468,110.8087797,Culinary,"Sate Buntel Mbok Galak adalah tempat makan terkenal di Solo yang menyajikan sate buntel, sate khas Solo yang terbuat dari daging kambing cincang yang dibungkus lemak. Dengan cita rasa yang lezat dan tekstur yang empuk, sate buntel di warung Mbok Galak menjadi favorit banyak orang. Warung ini telah menjadi tujuan kuliner populer sejak dibuka pada tahun 1970-an.","Sate Buntel Mbok Galak is a famous eatery in Solo serving sate buntel, a traditional Solo satay made from minced goat meat wrapped in fat. With its delicious taste and tender texture, the sate buntel at Mbok Galak has become a favorite for many. This eatery has been a popular culinary destination since it opened in the 1970s."
41,Warung Pecel Bu Kis,4.4,1007,-6.6990343,111.6212926,Culinary,"Warung Pecel Bu Kis adalah warung legendaris yang dikenal dengan hidangan pecelnya yang lezat dan autentik. Pecel, makanan tradisional Jawa, terdiri dari sayuran segar yang disiram dengan bumbu kacang khas. Warung ini telah berdiri sejak tahun 1960-an dan terus mempertahankan cita rasa khasnya. Asal-usul pecel dipercaya berasal dari Madiun, Jawa Timur, tetapi Warung Pecel Bu Kis di Solo terkenal dengan rasa yang otentik dan rempeyeknya yang renyah.","Warung Pecel Bu Kis is a legendary food stall known for its delicious and authentic pecel, a traditional Javanese dish of fresh vegetables topped with a signature peanut sauce. Established in the 1960s, this eatery has maintained its distinctive flavor. Pecel is believed to originate from Madiun, East Java, but Warung Pecel Bu Kis in Solo is renowned for its authentic taste and crispy rempeyek."
42,Cabuk Rambak Bu Parmi,4.6,1329,-7.5807778,110.8210745,Culinary,"Cabuk Rambak Bu Parmi adalah tempat terkenal untuk mencicipi cabuk rambak, makanan khas Solo yang terdiri dari ketupat yang disajikan dengan saus wijen hitam dan kerupuk karak. Warung ini sudah ada sejak tahun 1970-an dan dikenal dengan cita rasa autentiknya. Hidangan ini unik untuk Solo dan sering dijadikan camilan atau makan siang yang ringan.","Cabuk Rambak Bu Parmi is a famous spot for tasting cabuk rambak, a Solo specialty featuring ketupat served with black sesame sauce and crispy karak crackers. Established in the 1970s, this food stall is known for its authentic taste. This dish is unique to Solo and is often enjoyed as a snack or a light lunch."
43,Tengkleng Bu Edi,4.2,1752,-7.574966,110.8273845,Culinary,"Tengkleng Bu Edi adalah tempat yang populer untuk menikmati tengkleng, sup kambing dengan tulang yang dimasak dalam kuah bumbu kaya rempah. Didirikan pada tahun 1971, warung ini telah menjadi ikon kuliner Solo. Tengkleng berasal dari hidangan khas Keraton Solo yang biasanya disajikan untuk keluarga kerajaan.","Tengkleng Bu Edi is a popular spot to enjoy tengkleng, a goat bone soup cooked in a richly spiced broth. Established in 1971, this stall has become a culinary icon in Solo. Tengkleng originates from a traditional dish of the Solo Palace, typically served to the royal family."
44,Gudeg Ceker Margoyudan,4.5,3682,-7.5588255,110.8296634,Culinary,"Gudeg Ceker Margoyudan terkenal dengan hidangan gudegnya yang unik, yang disajikan dengan ceker (kaki ayam). Warung ini telah melayani pelanggan sejak tahun 1967 dan dikenal dengan rasa manis dan gurih yang khas dari gudeg. Asal-usul gudeg adalah dari Yogyakarta, namun warung ini menawarkan variasi dengan tambahan ceker yang empuk.","Gudeg Ceker Margoyudan is famous for its unique gudeg dish served with chicken feet. Established in 1967, this stall is known for the distinct sweet and savory flavor of its gudeg. Gudeg originates from Yogyakarta, but this eatery offers a variation with tender chicken feet."
45,Serabi Notosuman,4.6,1859,-7.7971137,110.3622028,Culinary,"Serabi Notosuman adalah toko legendaris yang terkenal dengan serabi tradisionalnya yang lezat dan autentik. Berdiri sejak tahun 1923, Serabi Notosuman tetap mempertahankan cara pembuatan tradisional dengan menggunakan tungku arang. Serabi ini dibuat dengan campuran tepung beras dan santan, menghasilkan tekstur yang lembut dengan berbagai topping.","Serabi Notosuman is a legendary store famous for its delicious and authentic traditional serabi. Established in 1923, it has maintained its traditional preparation method using charcoal stoves. Serabi is made from a mix of rice flour and coconut milk, resulting in a soft texture with various toppings."
46,Dawet Telasih Bu Dermi,4.3,915,-7.5690142,110.8320076,Culinary,"Dawet Telasih Bu Dermi adalah warung yang terkenal dengan es dawet telasihnya yang segar dan manis. Berdiri sejak tahun 1950-an, minuman ini terdiri dari cendol hijau, tape, dan biji telasih yang disajikan dengan santan dan gula jawa cair. Dawet sendiri merupakan minuman khas Jawa yang dikenal dengan rasa manis dan segarnya.","Dawet Telasih Bu Dermi is a renowned stall famous for its refreshing and sweet dawet telasih. Established in the 1950s, this drink consists of green cendol, tape, and basil seeds served with coconut milk and liquid palm sugar. Dawet is a traditional Javanese drink known for its sweet and refreshing taste."
47,Bakmi Toprak Yu Nani,4.7,10,-7.5710702,110.8131168,Culinary,"Bakmi Toprak Yu Nani adalah tempat terkenal untuk menikmati bakmi toprak, hidangan mi kuah khas Solo dengan campuran sayuran dan potongan daging sapi. Warung ini sudah melayani pelanggan sejak tahun 1980-an dan dikenal dengan cita rasa kuah yang kaya rempah. Bakmi toprak adalah variasi lokal dari hidangan mi yang dipengaruhi oleh masakan Cina dan Jawa.","Bakmi Toprak Yu Nani is a well-known spot to enjoy bakmi toprak, a Solo specialty noodle soup with a mix of vegetables and beef slices. Serving customers since the 1980s, this stall is known for its richly spiced broth. Bakmi toprak is a local variation of noodles influenced by Chinese and Javanese cuisine."
48,Sambel Tumpang Bu Kis,4.4,1007,-6.6990343,111.6212926,Culinary,"Sambel Tumpang Bu Kis menawarkan sambel tumpang, hidangan khas Jawa Tengah yang terdiri dari tempe busuk yang diolah dengan santan dan bumbu. Warung ini telah berdiri sejak tahun 1975 dan dikenal dengan rasa sambel tumpang yang pedas dan gurih. Hidangan ini memiliki asal-usul dari kebutuhan untuk mengolah tempe yang sudah hampir busuk menjadi hidangan yang lezat.","Sambel Tumpang Bu Kis offers sambel tumpang, a Central Javanese dish made from fermented tempeh cooked with coconut milk and spices. Established in 1975, this stall is known for its spicy and savory sambel tumpang. This dish originated from the need to transform nearly spoiled tempeh into a delicious meal."
49,Tahu Kupat Solihin,4.3,247,-7.546656,110.82021,Culinary,"Tahu Kupat Solihin adalah tempat legendaris untuk menikmati tahu kupat, hidangan tahu yang disajikan dengan kupat (ketupat) dan disiram dengan kuah kecap manis serta bumbu kacang. Warung ini telah ada sejak tahun 1970-an dan dikenal dengan kombinasi rasa yang kaya dan tekstur yang renyah dari tahu gorengnya. Tahu kupat adalah hidangan khas Solo yang menggugah selera.","Tahu Kupat Solihin is a legendary spot to enjoy tahu kupat, a dish of tofu served with kupat (rice cake) and topped with sweet soy sauce and peanut sauce. Established in the 1970s, this stall is known for its rich combination of flavors and the crispy texture of its fried tofu. Tahu kupat is a tantalizing Solo specialty."
50,Sate Kere Yu Rebi,4.3,1183,-7.5696786,110.8113261,Culinary,"Sate Kere Yu Rebi adalah tempat terkenal untuk menikmati sate kere, sate dari tempe gembus yang biasanya disajikan dengan bumbu kacang. Didirikan pada tahun 1967, warung ini menawarkan rasa yang unik dan ekonomis. Sate kere berasal dari istilah ""kere"" yang berarti miskin, karena hidangan ini awalnya dibuat dari bahan-bahan yang terjangkau seperti tempe gembus.","Sate Kere Yu Rebi is a well-known spot for enjoying sate kere, skewers of tempe gembus typically served with peanut sauce. Established in 1967, this stall offers a unique and economical flavor. Sate kere comes from the term ""kere,"" meaning poor, as this dish was originally made from affordable ingredients like tempe gembus."
51,Tahok Pak Citro,4.4,149,-7.5692402,110.8311688,Culinary,"Tahok Pak Citro adalah warung yang terkenal dengan tahoknya yang lembut dan kenyal, disajikan dengan kuah gula merah yang kental dan taburan kacang tanah. Warung ini telah berdiri sejak tahun 1950-an dan merupakan salah satu ikon kuliner khas Solo. Asal-usul tahok adalah dari China, tetapi diadaptasi dengan rasa dan bahan lokal untuk memenuhi selera masyarakat Solo.","Tahok Pak Citro is a renowned stall famous for its soft and chewy tahok, served with thick palm sugar sauce and sprinkled with peanuts. Established in the 1950s, this stall is an icon of Solo's culinary scene. Tahok originates from China but has been adapted with local flavors and ingredients to cater to the tastes of Solo's residents."
52,Selat Solo Vien's,4.4,10791,-7.5695177,110.8250266,Culinary,"Selat Solo Vien's adalah restoran yang terkenal dengan selat Solo-nya yang lezat, hidangan berbahan dasar daging dan telur dengan saus bermacam-macam. Restoran ini telah beroperasi sejak tahun 1960-an dan menjadi salah satu destinasi makan malam yang populer di Solo. Asal-usul selat Solo terkait dengan pengaruh kuliner Belanda dan Jawa, menciptakan kombinasi rasa yang unik.","Selat Solo Vien's is a renowned restaurant famous for its delicious selat Solo, a dish made with meat and eggs in various sauces. Established in the 1960s, this restaurant is a popular dinner destination in Solo. The origin of selat Solo is linked to Dutch and Javanese culinary influences, creating a unique blend of flavors."
53,Masjid Raya Syeikh Zayed,4.7,9393,-7.5547331,110.826713,Religious,"Masjid Raya Syeikh Zayed adalah salah satu landmark keagamaan yang megah di Solo, didedikasikan untuk umat Muslim di kota ini. Dibangun pada tahun 2010 dengan gaya arsitektur modern dan tradisional, masjid ini menjadi pusat kegiatan keagamaan dan sosial bagi komunitas Muslim Solo. Nama ""Syeikh Zayed"" diambil dari nama presiden Uni Emirat Arab yang mendukung pembangunan masjid ini.","Masjid Raya Syeikh Zayed is a grand religious landmark in Solo, dedicated to the Muslim community of the city. Built in 2010 with a blend of modern and traditional architectural styles, this mosque serves as a center for religious and social activities for Solo's Muslim community. The name ""Syeikh Zayed"" is derived from the name of the president of the United Arab Emirates who supported the construction of this mosque."
54,Pura Indra Prasta,4.9,13,-7.5653241,110.7871019,Religious,"Pura Indra Prasta adalah kompleks pura Hindu yang penting di Solo, tempat pemujaan bagi umat Hindu di kota ini. Dibangun dengan arsitektur khas Bali pada tahun 1975, pura ini menjadi tempat ziarah dan persembahyangan yang penting bagi umat Hindu. Asal-usul nama ""Indra Prasta"" mengacu pada salah satu nama lain dari Yudistira, tokoh dalam wiracarita Mahabharata.","Pura Indra Prasta is an important Hindu temple complex in Solo, serving as a place of worship for the Hindu community in the city. Built in 1975 with Balinese architectural style, this temple is a significant pilgrimage and prayer site for Hindus. The name ""Indra Prasta"" refers to one of the alternative names for Yudistira, a character in the epic Mahabharata."
55,Astana Oetara,4.9,31,-7.5481073,110.8235862,"Culture, Religious","Astana Oetara adalah kompleks makam dan tempat ziarah yang memiliki nilai budaya dan keagamaan yang tinggi di Solo. Dibangun sebagai makam raja-raja dan tokoh-tokoh keraton, kompleks ini mencerminkan warisan kebudayaan Jawa yang kaya. Asal-usul Astana Oetara terkait erat dengan sejarah Keraton Solo dan tetap menjadi tempat yang disucikan bagi pengikut setia keraton.","Astana Oetara is a complex of tombs and pilgrimage site with significant cultural and religious value in Solo. Built as the burial place of kings and royal figures, this complex reflects the rich Javanese cultural heritage. The origin of Astana Oetara is closely linked to the history of the Solo Palace and remains a sacred place for loyal followers of the palace."
56,Candi Putih,4.6,430,-7.5698423,110.8487998,"Culture, History, Religious","Candi Putih adalah situs purbakala yang penting di Solo, kompleks candi yang menggambarkan kejayaan masa lalu. Diperkirakan dibangun pada abad ke-8 Masehi, candi ini merupakan peninggalan sejarah yang menjadi saksi bisu perkembangan keagamaan dan budaya di Jawa Tengah. Candi ini juga digunakan sebagai tempat persembahyangan bagi umat Hindu dan Budha pada zamannya.","Candi Putih is an important archaeological site in Solo, a temple complex that reflects the glory of the past. Estimated to be built in the 8th century AD, this temple is a historical legacy that bears witness to the religious and cultural development in Central Java. The temple was also used as a place of worship for Hindus and Buddhists in its time."
57,Masjid Agung Keraton Solo,4.8,7496,-7.5744033,110.8265936,"Culture, History, Religious","Masjid Agung Keraton Solo adalah masjid bersejarah yang terletak di dalam kompleks Keraton Kasunanan Solo. Dibangun pada tahun 1763, masjid ini menjadi salah satu ikon budaya dan sejarah yang penting di Solo. Masjid ini tidak hanya berfungsi sebagai tempat ibadah, tetapi juga sebagai pusat kegiatan keagamaan dan budaya dalam kehidupan keraton.","Masjid Agung Keraton Solo is a historic mosque located within the complex of the Kasunanan Solo Palace. Built in 1763, this mosque is one of the important cultural and historical icons in Solo. The mosque serves not only as a place of worship but also as a center for religious and cultural activities within the palace life."
